"ID";"Nazwa";"Adresy URL zdjęcia (x,y,z...)";"Opis";"Cecha(Nazwa:Wartość:Pozycja:Indywidualne)";"Cena zawiera podatek. (brutto)";"ID reguły podatku";"Kategorie (x,y,z...)";"Marka";"Indeks #";"Podsumowanie";"Ilość"
"208";"Lampa Sufitowa Żyrandol Chrom Szklane Klosze";"https://light-home.pl/3423-thickbox_default/lampa-sufitowa-zyrandol-chrom-szklane-klosze.jpg,https://light-home.pl/3422-thickbox_default/lampa-sufitowa-zyrandol-chrom-szklane-klosze.jpg,https://light-home.pl/3425-thickbox_default/lampa-sufitowa-zyrandol-chrom-szklane-klosze.jpg,https://light-home.pl/3428-thickbox_default/lampa-sufitowa-zyrandol-chrom-szklane-klosze.jpg,https://light-home.pl/3424-thickbox_default/lampa-sufitowa-zyrandol-chrom-szklane-klosze.jpg,https://light-home.pl/3427-thickbox_default/lampa-sufitowa-zyrandol-chrom-szklane-klosze.jpg,https://light-home.pl/3429-thickbox_default/lampa-sufitowa-zyrandol-chrom-szklane-klosze.jpg,https://light-home.pl/3431-thickbox_default/lampa-sufitowa-zyrandol-chrom-szklane-klosze.jpg,https://light-home.pl/3426-thickbox_default/lampa-sufitowa-zyrandol-chrom-szklane-klosze.jpg,https://light-home.pl/3430-thickbox_default/lampa-sufitowa-zyrandol-chrom-szklane-klosze.jpg,";"<p><strong>Lampa sufitowa chromowane klosze elegancka</strong></p>";"Materiały wykonania:Metal w powłoce chromowej:1,Materiały wykonania:Klosz szklany:2,Kolor:Czarny:3,Kolor:Biały:4,Wymiary:Wysokość całkowita 30 cm / średnica 65 cm:5,Wymiary Klosza:Średnica 15 cm/ wysokość 12/5 cm:6,Regulacja kąta światła:Nie:7,Zasilanie:~230 [V] / nie wymaga transformatora/ możliwość podłączenia pod podwójny przełącznik:8,Kompatybilne żarówki:LED / energooszczędna / zwykła / max 60W/ brak w zestawie:9,Rodzaj gwintu:żarówka gwint E27:10,Gwarancja:24 miesiące:11,Styl:Nowoczesny:12,Ilość źródeł światła:3 źródła:13,Regulacja wysokości:Nie:14,";"139,00 zł";"1";"28";"Light Home ";"";"";"10"
"209";"Nowoczesna Lampa Sufitowa Metal Chrom Żyrandol";"https://light-home.pl/3434-thickbox_default/nowoczesna-lampa-sufitowa-metal-chrom-zyrandol.jpg,https://light-home.pl/3435-thickbox_default/nowoczesna-lampa-sufitowa-metal-chrom-zyrandol.jpg,https://light-home.pl/3436-thickbox_default/nowoczesna-lampa-sufitowa-metal-chrom-zyrandol.jpg,https://light-home.pl/3432-thickbox_default/nowoczesna-lampa-sufitowa-metal-chrom-zyrandol.jpg,https://light-home.pl/3438-thickbox_default/nowoczesna-lampa-sufitowa-metal-chrom-zyrandol.jpg,https://light-home.pl/3439-thickbox_default/nowoczesna-lampa-sufitowa-metal-chrom-zyrandol.jpg,https://light-home.pl/3440-thickbox_default/nowoczesna-lampa-sufitowa-metal-chrom-zyrandol.jpg,https://light-home.pl/3441-thickbox_default/nowoczesna-lampa-sufitowa-metal-chrom-zyrandol.jpg,https://light-home.pl/3433-thickbox_default/nowoczesna-lampa-sufitowa-metal-chrom-zyrandol.jpg,https://light-home.pl/3437-thickbox_default/nowoczesna-lampa-sufitowa-metal-chrom-zyrandol.jpg,";"<p><strong>Lampa sufitowa 5-płomienna stylowy żyrandol</strong></p>";"Materiały wykonania:Metal malowany proszkowo:1,Materiały wykonania:Klosz szklany:2,Kolor:Czarny:3,Kolor:Biały:4,Wymiary:Wysokość całkowita 30 cm / średnica 70 cm:5,Wymiary Klosza:Średnica 15 cm/ wysokość 12/5 cm:6,Regulacja kąta światła:Nie:7,Zasilanie:~230 [V] / nie wymaga transformatora/ możliwość podłączenia pod podwójny przełącznik:8,Kompatybilne żarówki:LED / energooszczędna / zwykła / max 60W/ brak w zestawie:9,Rodzaj gwintu:żarówka gwint E27:10,Gwarancja:24 miesiące:11,Styl:Nowoczesny:12,Styl:Klasyczny:13,Ilość źródeł światła:5 źródeł:14,Regulacja wysokości:Nie:15,";"199,00 zł";"1";"28";"Light Home ";"";"";"10"
"210";"Lampa Wisząca Regulowana Biała Klasyczna";"https://light-home.pl/3806-thickbox_default/lampa-wiszaca-regulowana-biala-klasyczna.jpg,https://light-home.pl/3807-thickbox_default/lampa-wiszaca-regulowana-biala-klasyczna.jpg,https://light-home.pl/3808-thickbox_default/lampa-wiszaca-regulowana-biala-klasyczna.jpg,https://light-home.pl/3809-thickbox_default/lampa-wiszaca-regulowana-biala-klasyczna.jpg,https://light-home.pl/3810-thickbox_default/lampa-wiszaca-regulowana-biala-klasyczna.jpg,https://light-home.pl/3812-thickbox_default/lampa-wiszaca-regulowana-biala-klasyczna.jpg,https://light-home.pl/3811-thickbox_default/lampa-wiszaca-regulowana-biala-klasyczna.jpg,";"<p><strong>Biała lampa wisząca regulowana klasyczna</strong></p>";"Materiały wykonania:Tworzywo sztuczne:1,Kolor:Biały:2,Wymiary:Wysokość całkowita do 75 cm(regulowana)/ średnica 16 cm:3,Wymiary Klosza:Średnica 16 cm/ wysokość 14 cm:4,Regulacja kąta światła:Nie:5,Zasilanie: ~230[V]/ nie wymaga transformatora:6,Kompatybilne żarówki:LED / energooszczędna / zwykła / max 60W/ brak w zestawie:7,Rodzaj gwintu:żarówka gwint E27:8,Gwarancja:24 miesiące:9,Rodzaj klosza:PCV:10,Styl:Klasyczny:11,Styl:Nowoczesny:12,Ilość źródeł światła:1 źródło:13,Regulacja wysokości:Tak:14,";"29,00 zł";"1";"26";"Light Home ";"OMA 3015/1";"OMA 3015/1";"10"
"211";"Lampa Wisząca Pojedyncza Kula Chrom";"https://light-home.pl/15382-thickbox_default/lampa-wiszaca-kula-chrom.jpg,https://light-home.pl/15384-thickbox_default/lampa-wiszaca-kula-chrom.jpg,https://light-home.pl/15386-thickbox_default/lampa-wiszaca-kula-chrom.jpg,https://light-home.pl/3473-thickbox_default/lampa-wiszaca-kula-chrom.jpg,https://light-home.pl/3474-thickbox_default/lampa-wiszaca-kula-chrom.jpg,https://light-home.pl/3475-thickbox_default/lampa-wiszaca-kula-chrom.jpg,https://light-home.pl/3476-thickbox_default/lampa-wiszaca-kula-chrom.jpg,https://light-home.pl/15385-thickbox_default/lampa-wiszaca-kula-chrom.jpg,https://light-home.pl/15383-thickbox_default/lampa-wiszaca-kula-chrom.jpg,";"<p><strong>Lampa 1 – płomienna metalowa kula<br/></strong><br/>Oryginalny, ale prosty styl lampy wiszącej sprawiają, że Twoje wnętrza będą wyglądać zniewalająco. Oświetlenie świetnie uzupełni każdą aranżację.<br/><br/><strong>Gdzie zawiesić prezentowaną lampę wiszącą?<br/></strong><br/>Zastosowań nowoczesnej lampy jest całe mnóstwo. Może ona być oświetleniem kuchennym, biurowym czy pokojowym. Metaliczny połysk lampy sufitowej sprawia, że świetnie komponuje się ze wszystkimi kolorami wnętrz.<br/><br/><strong>Z czego wykonana jest lampa wisząca?</strong><br/><br/>Oświetlenie zostało w całości stworzone z metalu, przez co jest wyjątkowo trwałe i wytrzymałe. Wnętrze klosza jest białe. Lampa posiada także możliwość regulacji wysokości, aby mogła idealnie dopasować się do każdego wymiaru pomieszczenia. Oświetlenie jest zasilane wieloma rodzajami światła, na przykład żarówkami ledowymi.</p>";"Materiały wykonania:Metal w powłoce chromowej:1,Kolor:Chrom:2,Wymiary:Wysokość całkowita(regulowana) do 115cm / szerokość 18cm:3,Wymiary Klosza:Średnica 18cm:4,Zasilanie: ~230[V]/ nie wymaga transformatora:5,Kompatybilne żarówki:LED / energooszczędna / zwykła / max 60W/ brak w zestawie:6,Rodzaj gwintu:żarówka gwint E27:7,Gwarancja:24 miesiące:8,Rodzaj klosza:Metalowy:9,Styl:Nowoczesny:10,Ilość źródeł światła:1 źródło:11,Regulacja wysokości:Tak:12,";"99,00 zł";"1";"38";"Light Home ";"BALL 18 1407/1";"BALL 18 1407/1";"10"
"212";"Klasyczna Lampa Wisząca Do Kuchni";"https://light-home.pl/3842-thickbox_default/klasyczna-lampa-wiszaca-do-kuchni.jpg,https://light-home.pl/3841-thickbox_default/klasyczna-lampa-wiszaca-do-kuchni.jpg,https://light-home.pl/3843-thickbox_default/klasyczna-lampa-wiszaca-do-kuchni.jpg,https://light-home.pl/3844-thickbox_default/klasyczna-lampa-wiszaca-do-kuchni.jpg,https://light-home.pl/3845-thickbox_default/klasyczna-lampa-wiszaca-do-kuchni.jpg,https://light-home.pl/3846-thickbox_default/klasyczna-lampa-wiszaca-do-kuchni.jpg,https://light-home.pl/3848-thickbox_default/klasyczna-lampa-wiszaca-do-kuchni.jpg,https://light-home.pl/3847-thickbox_default/klasyczna-lampa-wiszaca-do-kuchni.jpg,";"<p><strong>Lampa wisząca do kuchni jadalni</strong></p>";"Materiały wykonania:Tworzywo sztuczne:1,Kolor:Szary:2,Kolor:Biały:3,Wymiary:Wysokość całkowita (regulowana) do 95 cm / szerokość 37 cm:4,Wymiary Klosza:Średnica 37 cm/ wysokość 15 cm:5,Regulacja kąta światła:Nie:6,Zasilanie: ~230[V]/ nie wymaga transformatora:7,Kompatybilne żarówki:LED / energooszczędna / zwykła / max 60W/ brak w zestawie:8,Rodzaj gwintu:żarówka gwint E27:9,Gwarancja:24 miesiące:10,Rodzaj klosza:PCV:11,Styl:Klasyczny:12,Ilość źródeł światła:1 źródło:13,Regulacja wysokości:Tak:14,";"49,00 zł";"1";"8";"Light Home ";"";"";"10"
"213";"Dekoracyjna Lampa Wisząca Loft Retro Nowoczesna";"https://light-home.pl/3849-thickbox_default/dekoracyjna-lampa-wiszaca-loft-w-oplocie-retro.jpg,https://light-home.pl/3857-thickbox_default/dekoracyjna-lampa-wiszaca-loft-w-oplocie-retro.jpg,https://light-home.pl/3859-thickbox_default/dekoracyjna-lampa-wiszaca-loft-w-oplocie-retro.jpg,https://light-home.pl/3856-thickbox_default/dekoracyjna-lampa-wiszaca-loft-w-oplocie-retro.jpg,https://light-home.pl/3860-thickbox_default/dekoracyjna-lampa-wiszaca-loft-w-oplocie-retro.jpg,https://light-home.pl/3854-thickbox_default/dekoracyjna-lampa-wiszaca-loft-w-oplocie-retro.jpg,https://light-home.pl/3855-thickbox_default/dekoracyjna-lampa-wiszaca-loft-w-oplocie-retro.jpg,https://light-home.pl/3850-thickbox_default/dekoracyjna-lampa-wiszaca-loft-w-oplocie-retro.jpg,https://light-home.pl/3851-thickbox_default/dekoracyjna-lampa-wiszaca-loft-w-oplocie-retro.jpg,https://light-home.pl/3852-thickbox_default/dekoracyjna-lampa-wiszaca-loft-w-oplocie-retro.jpg,https://light-home.pl/3853-thickbox_default/dekoracyjna-lampa-wiszaca-loft-w-oplocie-retro.jpg,https://light-home.pl/3861-thickbox_default/dekoracyjna-lampa-wiszaca-loft-w-oplocie-retro.jpg,https://light-home.pl/3858-thickbox_default/dekoracyjna-lampa-wiszaca-loft-w-oplocie-retro.jpg,";"<p><strong>Lampa wisząca dekoracyjna loft Retro Edison</strong></p>";"Materiały wykonania:Tworzywo sztuczne:1,Kolor:Biały:2,Kolor:Czarny:3,Kolor:Szary:4,Wymiary:Wysokość max. 80 cm - możliwość regulacji/ szerokość podsufitki 7/5 cm:5,Wymiary Klosza:W zależności od wybranej żarówki:6,Regulacja kąta światła:Nie:7,Zasilanie: ~230[V]/ nie wymaga transformatora:8,Kompatybilne żarówki:LED / energooszczędna / zwykła / max 60W/ brak w zestawie:9,Rodzaj gwintu:żarówka gwint E27:10,Gwarancja:24 miesiące:11,Styl:Nowoczesny:12,Styl:Loft:13,Ilość źródeł światła:1 źródło:14,Regulacja wysokości:Tak:15,";"14,90 zł";"1";"10";"Light Home ";"";"";"10"
"214";"Lampa Wisząca z Abażurem Zwis Kolorowa";"https://light-home.pl/4173-thickbox_default/lampa-wiszaca-z-abazurem-zwis-kolorowa.jpg,https://light-home.pl/4177-thickbox_default/lampa-wiszaca-z-abazurem-zwis-kolorowa.jpg,https://light-home.pl/4176-thickbox_default/lampa-wiszaca-z-abazurem-zwis-kolorowa.jpg,https://light-home.pl/4171-thickbox_default/lampa-wiszaca-z-abazurem-zwis-kolorowa.jpg,https://light-home.pl/4172-thickbox_default/lampa-wiszaca-z-abazurem-zwis-kolorowa.jpg,https://light-home.pl/4174-thickbox_default/lampa-wiszaca-z-abazurem-zwis-kolorowa.jpg,https://light-home.pl/4175-thickbox_default/lampa-wiszaca-z-abazurem-zwis-kolorowa.jpg,https://light-home.pl/4169-thickbox_default/lampa-wiszaca-z-abazurem-zwis-kolorowa.jpg,https://light-home.pl/4170-thickbox_default/lampa-wiszaca-z-abazurem-zwis-kolorowa.jpg,";"<p><strong>Pojedyncza lampa wisząca z abażurem wiele kolorów</strong></p>";"Materiały wykonania:Metal:1,Materiały wykonania:Abażur z materiału:2,Kolor:Czarny:3,Kolor:Transparentny:4,Kolor:Biały:5,Wymiary:Wysokość całkowita(regulowana) do 95 cm / szerokość 35cm:6,Wymiary Klosza:Średnica 35 cm / wysokość 21 cm:7,Regulacja kąta światła:Nie:8,Zasilanie: ~230[V]/ nie wymaga transformatora:9,Kompatybilne żarówki:LED / energooszczędna / zwykła / max 60W/ brak w zestawie:10,Rodzaj gwintu:żarówka gwint E27:11,Gwarancja:24 miesiące:12,Styl:Klasyczny:13,Kształt abażura:Okrągły:14,Ilość źródeł światła:1 źródło:15,Regulacja wysokości:Tak:16,";"75,00 zł";"1";"33";"Light Home ";"";"";"10"
"215";"Lampa Sufitowa Plafon Abażury Diament";"https://light-home.pl/4804-thickbox_default/lampa-sufitowa-plafon-abazury-diament.jpg,https://light-home.pl/4799-thickbox_default/lampa-sufitowa-plafon-abazury-diament.jpg,https://light-home.pl/4795-thickbox_default/lampa-sufitowa-plafon-abazury-diament.jpg,https://light-home.pl/4798-thickbox_default/lampa-sufitowa-plafon-abazury-diament.jpg,https://light-home.pl/4811-thickbox_default/lampa-sufitowa-plafon-abazury-diament.jpg,https://light-home.pl/4803-thickbox_default/lampa-sufitowa-plafon-abazury-diament.jpg,https://light-home.pl/4796-thickbox_default/lampa-sufitowa-plafon-abazury-diament.jpg,https://light-home.pl/4797-thickbox_default/lampa-sufitowa-plafon-abazury-diament.jpg,https://light-home.pl/4800-thickbox_default/lampa-sufitowa-plafon-abazury-diament.jpg,https://light-home.pl/4802-thickbox_default/lampa-sufitowa-plafon-abazury-diament.jpg,https://light-home.pl/4806-thickbox_default/lampa-sufitowa-plafon-abazury-diament.jpg,https://light-home.pl/4801-thickbox_default/lampa-sufitowa-plafon-abazury-diament.jpg,https://light-home.pl/4805-thickbox_default/lampa-sufitowa-plafon-abazury-diament.jpg,https://light-home.pl/4808-thickbox_default/lampa-sufitowa-plafon-abazury-diament.jpg,https://light-home.pl/4809-thickbox_default/lampa-sufitowa-plafon-abazury-diament.jpg,https://light-home.pl/4810-thickbox_default/lampa-sufitowa-plafon-abazury-diament.jpg,https://light-home.pl/4807-thickbox_default/lampa-sufitowa-plafon-abazury-diament.jpg,";"<p><strong>Lampa sufitowa plafon żyrandol kolorowe abażury</strong></p>";"Materiały wykonania:Metal malowany proszkowo:1,Materiały wykonania:Abażur z materiału:2,Kolor:Czarny:3,Kolor:Szary:4,Kolor:Biały:5,Wymiary:szerokość 70 cm/ wysokość 25 cm/ szerokość konstrukcji 30 cm:6,Wymiary Klosza:Szerokość 22 cm / wysokość 15 cm:7,Regulacja kąta światła:Tak/ pod dowolnym kątem i kierunkiem:8,Zasilanie:~230 [V] / nie wymaga transformatora/ możliwość podłączenia pod podwójny przełącznik:9,Kompatybilne żarówki:LED / energooszczędna / zwykła / max 60W/ brak w zestawie:10,Rodzaj gwintu:żarówka gwint E27:11,Gwarancja:24 miesiące:12,Styl:Nowoczesny:13,Kształt abażura:Diament:14,Ilość źródeł światła:3 źródła:15,Regulacja wysokości:Nie:16,";"99,00 zł";"1";"28";"Light Home ";"";"";"10"
"216";"Lampa Sufitowa na Listwie z Abażurami";"https://light-home.pl/4816-thickbox_default/lampa-sufitowa-na-listwie-z-abazurami.jpg,https://light-home.pl/4822-thickbox_default/lampa-sufitowa-na-listwie-z-abazurami.jpg,https://light-home.pl/4820-thickbox_default/lampa-sufitowa-na-listwie-z-abazurami.jpg,https://light-home.pl/4814-thickbox_default/lampa-sufitowa-na-listwie-z-abazurami.jpg,https://light-home.pl/4823-thickbox_default/lampa-sufitowa-na-listwie-z-abazurami.jpg,https://light-home.pl/4815-thickbox_default/lampa-sufitowa-na-listwie-z-abazurami.jpg,https://light-home.pl/4817-thickbox_default/lampa-sufitowa-na-listwie-z-abazurami.jpg,https://light-home.pl/4819-thickbox_default/lampa-sufitowa-na-listwie-z-abazurami.jpg,https://light-home.pl/4821-thickbox_default/lampa-sufitowa-na-listwie-z-abazurami.jpg,https://light-home.pl/4818-thickbox_default/lampa-sufitowa-na-listwie-z-abazurami.jpg,https://light-home.pl/4824-thickbox_default/lampa-sufitowa-na-listwie-z-abazurami.jpg,";"<p><strong>Lampa sufitowa z abażurami na listwie nowoczesna</strong></p>";"Materiały wykonania:Metal malowany proszkowo:1,Materiały wykonania:Abażur z materiału:2,Kolor:Czarny:3,Kolor:Szary:4,Kolor:Biały:5,Wymiary:szerokość 83 cm/ wysokość 25 cm:6,Wymiary Klosza:Szerokość 22 cm / wysokość 15 cm:7,Regulacja kąta światła:Tak/ pod dowolnym kątem i kierunkiem:8,Zasilanie:~230 [V] / nie wymaga transformatora/ możliwość podłączenia pod podwójny przełącznik:9,Kompatybilne żarówki:LED / energooszczędna / zwykła / max 60W/ brak w zestawie:10,Rodzaj gwintu:żarówka gwint E27:11,Gwarancja:24 miesiące:12,Styl:Nowoczesny:13,Kształt abażura:Diament:14,Ilość źródeł światła:3 źródła:15,Regulacja wysokości:Nie:16,";"119,00 zł";"1";"20";"Light Home ";"";"";"10"
"217";"Lampa Abażur Diament Plafon Wiele Kolorów";"https://light-home.pl/4826-thickbox_default/lampa-abazur-diament-plafon-wiele-kolorow.jpg,https://light-home.pl/4829-thickbox_default/lampa-abazur-diament-plafon-wiele-kolorow.jpg,https://light-home.pl/4834-thickbox_default/lampa-abazur-diament-plafon-wiele-kolorow.jpg,https://light-home.pl/4832-thickbox_default/lampa-abazur-diament-plafon-wiele-kolorow.jpg,https://light-home.pl/4828-thickbox_default/lampa-abazur-diament-plafon-wiele-kolorow.jpg,https://light-home.pl/4837-thickbox_default/lampa-abazur-diament-plafon-wiele-kolorow.jpg,https://light-home.pl/4825-thickbox_default/lampa-abazur-diament-plafon-wiele-kolorow.jpg,https://light-home.pl/4827-thickbox_default/lampa-abazur-diament-plafon-wiele-kolorow.jpg,https://light-home.pl/4831-thickbox_default/lampa-abazur-diament-plafon-wiele-kolorow.jpg,https://light-home.pl/4830-thickbox_default/lampa-abazur-diament-plafon-wiele-kolorow.jpg,https://light-home.pl/4833-thickbox_default/lampa-abazur-diament-plafon-wiele-kolorow.jpg,https://light-home.pl/4835-thickbox_default/lampa-abazur-diament-plafon-wiele-kolorow.jpg,https://light-home.pl/4836-thickbox_default/lampa-abazur-diament-plafon-wiele-kolorow.jpg,https://light-home.pl/4838-thickbox_default/lampa-abazur-diament-plafon-wiele-kolorow.jpg,https://light-home.pl/4839-thickbox_default/lampa-abazur-diament-plafon-wiele-kolorow.jpg,";"<p style=""text-align: left;""><strong>Lampa sufitowa plafon z abażurami diament</strong></p>";"Materiały wykonania:Metal malowany proszkowo / materiał:1,Kolory konstrukcji:Czarny / szary / biały:2,Wymiary:wysokość: 25 cm/ szerokość podstawy: 25 cm/ szerokość max.: 60 cm:3,Wymiary Klosza:szerokość: 22 cm / wysokość: 15 cm:4,Regulacja kąta światła:Tak:5,Zasilanie:~230 [V] / nie wymaga transformatora/ możliwość podłączenia pod podwójny przełącznik:6,Kompatybilne żarówki:E27 / LED / energooszczędna / zwykła / max 60W / brak w zestawie:7,Gwarancja:24 miesiące:8,";"99,00 zł";"1";"20";"Light Home ";"";"";"10"
"218";"Lampa Wisząca Regulowana Abażur Diament LED";"https://light-home.pl/4851-thickbox_default/lampa-wiszaca-regulowana-abazur-diament-led.jpg,https://light-home.pl/4846-thickbox_default/lampa-wiszaca-regulowana-abazur-diament-led.jpg,https://light-home.pl/4853-thickbox_default/lampa-wiszaca-regulowana-abazur-diament-led.jpg,https://light-home.pl/4842-thickbox_default/lampa-wiszaca-regulowana-abazur-diament-led.jpg,https://light-home.pl/4852-thickbox_default/lampa-wiszaca-regulowana-abazur-diament-led.jpg,https://light-home.pl/4845-thickbox_default/lampa-wiszaca-regulowana-abazur-diament-led.jpg,https://light-home.pl/4841-thickbox_default/lampa-wiszaca-regulowana-abazur-diament-led.jpg,https://light-home.pl/4850-thickbox_default/lampa-wiszaca-regulowana-abazur-diament-led.jpg,https://light-home.pl/4844-thickbox_default/lampa-wiszaca-regulowana-abazur-diament-led.jpg,https://light-home.pl/4843-thickbox_default/lampa-wiszaca-regulowana-abazur-diament-led.jpg,https://light-home.pl/4847-thickbox_default/lampa-wiszaca-regulowana-abazur-diament-led.jpg,https://light-home.pl/4848-thickbox_default/lampa-wiszaca-regulowana-abazur-diament-led.jpg,https://light-home.pl/4849-thickbox_default/lampa-wiszaca-regulowana-abazur-diament-led.jpg,https://light-home.pl/4854-thickbox_default/lampa-wiszaca-regulowana-abazur-diament-led.jpg,https://light-home.pl/4840-thickbox_default/lampa-wiszaca-regulowana-abazur-diament-led.jpg,";"<p style=""text-align: left;""><strong>Lampa wisząca 3-płomienna regulowana abażury diament</strong></p>";"Materiały wykonania:Metal malowany proszkowo:1,Materiały wykonania:Abażur z materiału:2,Kolor:Czarny:3,Kolor:Szary:4,Kolor:Biały:5,Wymiary:szerokość 40 cm/ regulowana wysokość do 100 cm/ szerokość konstrukcji 30 cm:6,Wymiary Klosza:Szerokość 22 cm / wysokość 15 cm:7,Regulacja kąta światła:Nie:8,Zasilanie:~230 [V] / nie wymaga transformatora/ możliwość podłączenia pod podwójny przełącznik:9,Kompatybilne żarówki:LED / energooszczędna / zwykła / max 60W/ brak w zestawie:10,Rodzaj gwintu:żarówka gwint E27:11,Gwarancja:24 miesiące:12,Styl:Nowoczesny:13,Kształt abażura:Diament:14,Ilość źródeł światła:3 źródła:15,Regulacja wysokości:Tak:16,";"129,00 zł";"1";"33";"Light Home ";"";"";"10"
"219";"Lampa Wisząca Industrialna Loft Pająk Regulowana";"https://light-home.pl/4896-thickbox_default/lampa-wiszaca-industrialna-loft-pajak-regulowana.jpg,https://light-home.pl/4897-thickbox_default/lampa-wiszaca-industrialna-loft-pajak-regulowana.jpg,https://light-home.pl/4898-thickbox_default/lampa-wiszaca-industrialna-loft-pajak-regulowana.jpg,https://light-home.pl/4899-thickbox_default/lampa-wiszaca-industrialna-loft-pajak-regulowana.jpg,https://light-home.pl/4900-thickbox_default/lampa-wiszaca-industrialna-loft-pajak-regulowana.jpg,https://light-home.pl/4901-thickbox_default/lampa-wiszaca-industrialna-loft-pajak-regulowana.jpg,https://light-home.pl/4902-thickbox_default/lampa-wiszaca-industrialna-loft-pajak-regulowana.jpg,https://light-home.pl/12740-thickbox_default/lampa-wiszaca-industrialna-loft-pajak-regulowana.jpg,https://light-home.pl/5047-thickbox_default/lampa-wiszaca-industrialna-loft-pajak-regulowana.jpg,https://light-home.pl/5046-thickbox_default/lampa-wiszaca-industrialna-loft-pajak-regulowana.jpg,";"<p><strong>Oryginalna lampa wisząca 4-płomienna pająk LED</strong></p>";"Materiały wykonania:Metal malowany proszkowo:1,Kolor:Czarny:2,Wymiary:Wysokość całkowita (regulowana) 200 cm / szerokość - w zależności od wybranego klosza:3,Wymiary Klosza:W zależności od wybranego modelu:4,Regulacja kąta światła:Nie:5,Zasilanie:~230 [V] / nie wymaga transformatora/ możliwość podłączenia pod podwójny przełącznik:6,Kompatybilne żarówki:LED / energooszczędna / zwykła / max 60W/ brak w zestawie:7,Rodzaj gwintu:żarówka gwint E27:8,Gwarancja:24 miesiące:9,Rodzaj klosza:Metalowy:10,Styl:Loft:11,Styl:Nowoczesny:12,Ilość źródeł światła:4 źródła:13,Regulacja wysokości:Tak:14,";"229,00 zł";"1";"42";"Light Home ";"";"";"10"
"220";"Nowoczesna Loftowa Lampa Wisząca Regulowana Typu Pająk";"https://light-home.pl/12760-thickbox_default/nowoczesna-loftowa-lampa-wiszaca-regulowana-typu-pajak.jpg,https://light-home.pl/12759-thickbox_default/nowoczesna-loftowa-lampa-wiszaca-regulowana-typu-pajak.jpg,https://light-home.pl/12761-thickbox_default/nowoczesna-loftowa-lampa-wiszaca-regulowana-typu-pajak.jpg,https://light-home.pl/12762-thickbox_default/nowoczesna-loftowa-lampa-wiszaca-regulowana-typu-pajak.jpg,https://light-home.pl/12756-thickbox_default/nowoczesna-loftowa-lampa-wiszaca-regulowana-typu-pajak.jpg,https://light-home.pl/12764-thickbox_default/nowoczesna-loftowa-lampa-wiszaca-regulowana-typu-pajak.jpg,https://light-home.pl/12765-thickbox_default/nowoczesna-loftowa-lampa-wiszaca-regulowana-typu-pajak.jpg,https://light-home.pl/12766-thickbox_default/nowoczesna-loftowa-lampa-wiszaca-regulowana-typu-pajak.jpg,https://light-home.pl/12769-thickbox_default/nowoczesna-loftowa-lampa-wiszaca-regulowana-typu-pajak.jpg,https://light-home.pl/12767-thickbox_default/nowoczesna-loftowa-lampa-wiszaca-regulowana-typu-pajak.jpg,https://light-home.pl/12757-thickbox_default/nowoczesna-loftowa-lampa-wiszaca-regulowana-typu-pajak.jpg,https://light-home.pl/12768-thickbox_default/nowoczesna-loftowa-lampa-wiszaca-regulowana-typu-pajak.jpg,";"<p>Wprowadź do sowich wnętrz nowoczesność! Prezentowana lampa wisząca wspaniale uatrakcyjni Twoje wnętrza, czyniąc je stylowymi i niepowtarzalnymi. Wybierz kolory linek i wzory kloszy najbardziej oddające charakter Twojego pomieszczenia i ciesz się zachwycającą aranżacją wnętrz.</p>";"Materiały wykonania:metal malowany proszkowo:1,Kolory konstrukcji:Biały:2,Kolor:Czarny:3,Wymiary:Wysokość całkowita (regulowana) 200 cm / szerokość - w zależności od wybranego klosza:4,Wymiary Klosza:W zależności od wybranego modelu:5,Zasilanie: ~230[V]/ nie wymaga transformatora:6,Kompatybilne żarówki:LED / energooszczędna / zwykła / max 60W/ brak w zestawie:7,Rodzaj gwintu:żarówka gwint E27:8,Gwarancja:24 miesiące:9,Rodzaj klosza:Metalowy:10,Styl:Loft:11,Styl:Nowoczesny:12,Ilość źródeł światła:5 źródeł:13,Regulacja wysokości:Tak:14,";"289,00 zł";"1";"42";"Light Home ";"";"";"10"
